amount,velocity,account_age_days,foreign_txn,past_chargebacks,fraud
66.93770326901128,0,1885,0,0,0
3.0897328788136473,1,2306,0,0,0
13.700092223023901,1,1584,0,0,0
3.8320417551664585,1,1670,0,0,0
121.40754611130593,2,1836,0,0,1
45.28760505541198,3,950,0,0,0
85.2524612561028,3,2247,0,0,0
285.75186358151706,4,1316,0,0,1
34.4086587579958,3,648,0,1,1
63.393836985920714,1,266,0,0,1
169.04989770463,3,2918,0,0,1
31.176618830087286,1,2779,0,0,0
9.612513426021163,2,861,0,0,1
41.056836466446846,0,19,0,0,1
21.09700302000754,1,371,0,1,1
318.59401030567494,1,1851,0,1,1
198.10644965814834,4,619,0,0,0
120.41930286246372,1,643,0,0,1
246.18236766249757,2,1546,0,0,1
195.35627288886678,2,2427,0,0,1
24.77945716303669,1,1735,0,0,0
267.69760862826735,3,817,1,0,1
93.01198823594063,4,2872,0,0,0
197.68179495642795,0,2138,1,0,1
271.70911791434776,2,2192,1,0,1
45.92768597019821,2,1831,0,0,0
13.9910592148621,5,2669,0,0,0
31.042409536725764,2,864,0,0,1
66.84692312983373,2,204,0,0,1
204.45956719667342,4,1931,1,0,1
236.56139662558,1,1529,0,0,1
0.8371691017980777,4,2913,0,0,0
85.7851391206267,3,2201,0,1,0
64.83279851024055,6,529,0,1,1
30.14008059309894,0,339,0,0,0
15.321646985477617,3,2797,0,0,0
49.4290295834919,1,1975,0,0,0
343.574534722938,1,1533,0,1,1
46.84605634577693,2,1080,0,0,1
87.77433669121822,2,556,0,0,1
145.6904372257026,1,2801,0,0,1
54.23693987603548,2,931,0,0,1
428.13577659500396,3,2599,0,0,1
393.84118374496774,2,1154,0,1,1
34.80735539906463,2,98,0,0,1
82.51911341566166,4,793,0,1,1
42.951655209485615,1,2470,1,0,1
40.229961165729804,0,80,0,0,1
4.510137331862704,3,288,0,1,1
112.85904851791118,2,2895,0,0,0
83.82235593955662,5,1770,0,0,1
6.342130485647098,3,2217,0,0,0
39.195110521244324,7,71,0,1,1
286.66331413072083,1,263,0,0,1
32.86326625704925,4,712,0,0,0
18.78370331825637,1,2771,0,0,0
80.67265313683635,2,2578,0,0,0
509.2844379138312,4,785,0,0,1
33.257377627167145,2,210,0,0,0
133.8186012356752,0,2165,0,0,1
172.06651514873553,2,2664,0,1,1
32.5599806802967,2,315,0,0,0
156.32987141907793,0,2059,0,0,0
55.02273591171648,1,1075,0,0,1
120.06044972781255,3,1031,0,0,0
120.4605392565166,0,1947,0,0,1
92.08622999428185,1,955,0,0,1
11.355499057394514,1,1573,0,2,1
216.43737530955565,2,261,0,0,1
46.41723524008759,0,1536,0,0,1
24.771852792906785,0,200,0,0,0
4.995571175321424,0,2378,0,0,0
107.25340855135002,3,90,0,0,1
135.82220811208185,3,591,1,0,1
2.0072337070164745,0,2103,0,0,0
86.11567014593861,2,1936,1,1,1
30.81889764659492,3,1245,0,0,0
124.33492098572303,5,92,0,1,1
22.99250670469605,3,2104,0,1,0
140.9055033081263,1,1966,0,0,1
58.67504411773221,3,61,0,0,1
331.2412581365169,2,1896,1,0,1
17.753329612713472,0,2165,0,1,0
50.05589207942061,2,590,0,1,1
14.45331420443957,4,236,0,0,1
310.34284765808684,3,2081,0,0,1
251.80004485931929,2,786,0,0,1
35.79928440737867,3,1098,0,0,1
129.45152868526975,3,21,0,0,0
203.93808871670655,1,1889,0,0,1
97.21588328238097,1,1178,0,0,0
90.51352922327352,5,1278,0,0,1
33.22524545254838,2,1231,0,0,0
11.727136856992887,4,2966,0,0,0
273.01478702334276,4,302,0,0,1
276.8129313178112,2,2345,0,1,1
120.32039033794617,2,773,1,1,1
49.68558117735887,3,1068,0,0,1
51.54811389739727,4,419,0,1,1
155.33585156725417,1,1541,0,0,0
272.8916818928703,2,62,0,0,1
261.7359083275936,1,858,0,0,1
181.6274630317084,6,538,0,0,1
123.2772832281246,2,1341,0,0,1
10.547007143530086,2,1459,0,0,0
21.15530576200938,1,1861,0,0,1
274.5876600213007,4,696,1,0,1
111.89927363587074,2,818,0,0,0
1.1087526733193291,3,1405,0,1,0
12.839628172313919,1,920,1,0,1
130.69948647482892,4,975,0,0,1
0.6089324462156404,4,542,0,0,1
21.037897932503885,0,1712,0,0,0
95.4837415366718,8,790,0,0,1
141.2778343985775,3,2081,0,0,0
126.65297785622984,2,581,0,0,1
30.47398407696294,3,2042,0,0,0
149.45007466782465,0,352,0,0,1
32.498851086336714,2,2303,0,0,0
47.236189070170134,2,1074,0,0,1
164.6829061998949,1,2032,0,0,1
125.85285771633217,3,1278,0,1,1
227.03472929560812,2,1700,0,0,1
128.61759458037147,2,273,0,0,1
100.80531667047089,2,2741,0,0,0
11.802847373809259,3,1883,0,0,0
55.0099568648424,3,250,0,0,1
36.97921774305974,3,1261,0,0,0
33.56402443949055,1,2952,0,1,0
433.47712873955106,2,232,0,0,1
59.92649964480285,3,2476,0,0,0
267.12662534982275,0,957,0,0,1
119.68012628837798,3,634,0,0,1
190.05903032260798,1,242,1,0,1
83.81223892665246,1,2182,1,0,0
103.2187083169902,0,1095,0,2,1
81.39521200100322,2,1024,0,0,1
26.065787439028618,3,1303,0,0,0
153.81141636789644,2,219,0,0,1
39.54928420395155,4,697,0,0,0
2.953977729682634,1,307,0,0,1
124.43625435543287,2,2024,0,0,0
23.392028426978722,1,314,0,0,0
338.52997767279635,2,2971,0,0,1
369.30748953456276,4,1753,0,0,1
295.62118615606096,0,1817,0,0,1
55.47448757968401,3,1429,0,0,1
1.869277844633326,1,1403,0,1,1
316.26281487982675,2,281,0,0,1
67.07259324636736,1,1661,1,0,1
408.10104193464673,2,35,0,0,1
397.64825713562465,3,2118,0,0,1
230.08644206153028,3,360,0,0,1
41.85312818065923,1,1714,0,0,0
58.35503185184323,1,1935,0,0,0
228.56719829736957,3,408,0,0,1
45.737547771686046,5,1585,0,0,0
22.286233955490573,1,580,0,1,1
97.64843904722733,3,2567,0,1,1
330.155216496845,1,606,0,0,1
142.89907173095247,1,1408,0,0,1
101.29348037227867,2,2129,0,0,1
12.267383681918746,0,2298,0,1,0
114.54368586212613,2,2093,1,0,1
553.2683697415581,2,137,0,0,1
18.110470397071698,1,2871,0,0,0
87.65943899778044,4,979,0,1,1
251.83303654809532,5,820,0,0,0
162.0041098024404,2,1485,0,1,1
143.28893103620078,1,2415,0,1,1
145.4745067469388,2,2277,0,0,1
53.45908107779389,3,2231,0,0,1
41.70745011205142,0,467,0,0,0
198.8849408711655,1,838,0,0,1
199.35938389044344,5,2252,1,0,1
242.15400568414978,3,975,0,0,1
293.35391542039633,0,623,0,0,1
85.93118843194844,4,1923,0,0,0
83.5421253061439,2,1092,0,0,1
192.1139918770185,2,2917,0,1,1
125.96628898653603,1,2598,0,0,1
145.26607782138203,4,1734,0,0,1
190.6343369945046,1,2652,1,0,1
264.87881716161206,1,1800,0,0,1
49.49788885651851,3,2803,0,0,0
56.51241464730676,2,2676,1,0,0
11.843524702483267,2,1016,0,0,0
103.60968319313216,1,2143,0,0,1
4.392492505302839,2,1749,0,0,0
75.19283378185315,2,685,0,1,1
93.87535028245512,1,2845,0,0,0
40.5156792377427,2,1457,1,1,1
107.23590361754103,1,369,1,0,1
3.7170074521769454,3,2327,0,0,0
4.567619913934726,0,351,0,0,1
207.5221643445763,1,1250,1,0,1
53.59020290492936,2,1952,0,0,1
16.30668495569136,3,2454,0,0,0
88.63843059348187,3,2494,0,0,0
176.35775285348822,0,2371,0,1,1
29.174160411588403,1,2678,0,0,0
117.02635423877915,2,2121,0,1,0
10.705323478787674,0,518,0,0,0
6.367811509237129,2,1345,1,0,0
90.94907287506251,3,22,0,1,1
93.34925312336907,2,179,0,0,1
121.74449378455391,4,2756,1,1,1
155.3952675500021,2,1133,0,0,1
446.82684104399914,2,1480,1,0,1
87.15493430764275,0,1591,0,0,0
46.80236569271746,0,1253,0,0,0
190.27847756792235,2,938,0,0,1
37.90217585233648,1,2996,0,0,0
69.35801175279616,1,531,0,0,1
9.804620230040388,3,2412,0,0,0
3.0813131449769258,2,1921,0,0,0
394.48559079223224,4,2473,0,0,1
216.9321170538075,3,959,0,1,1
142.877127935921,2,1072,0,0,1
63.10315733581702,1,1489,1,0,1
22.83678433705305,1,672,0,0,0
20.414488988742498,2,1934,1,0,1
34.56071869519003,5,1297,0,0,0
95.61487779759776,4,1632,0,0,0
150.46191453321308,1,2017,0,1,1
129.52684196361582,0,1054,1,0,1
39.40947136667951,0,1657,0,0,0
371.7724198267568,5,879,0,0,1
160.68208858502717,4,2995,0,0,0
96.98765783175975,2,2200,0,0,1
113.5236566444922,2,1400,0,0,0
65.28454386384617,4,2303,0,0,0
34.15935507288762,3,2751,1,0,0
52.801695518773485,6,2702,0,0,0
170.18182173080558,0,758,0,0,1
1.7397695664965132,3,187,1,1,0
14.805647068797125,1,879,0,0,0
5.651325234302464,1,1473,1,0,0
4.989774230075091,1,673,0,1,1
232.10436403387902,5,876,0,0,1
145.9488734040826,6,118,0,0,1
77.13415132954708,1,1082,1,0,1
12.354830213737591,2,871,1,1,1
81.18215589566799,0,2506,0,0,0
76.97403985132455,0,706,0,0,1
22.823365536026998,4,2690,1,1,1
68.26789575627886,2,2260,1,0,0
61.00039374998482,1,486,0,0,1
114.80669194957615,2,2939,0,0,0
120.97374432490945,0,1578,1,0,1
5.563478882464167,0,1027,0,0,0
56.32608055860738,2,1968,0,0,1
117.97499937392742,2,1253,1,0,1
83.93273431293477,0,1253,0,0,0
232.96193438105266,2,985,1,0,1
128.99697168659975,1,343,0,0,1
21.342344252076877,3,1240,0,0,0
8.781892350748901,4,1667,0,0,1
123.40729765306693,4,1138,0,0,1
3.2242887200873316,2,1727,0,2,1
105.76168533687488,4,1779,0,0,1
338.0706546464582,4,294,0,1,1
102.81389346930534,2,28,0,0,1
58.95608306686887,2,1620,1,0,1
123.69925894139783,0,2907,0,0,0
73.55471688613095,4,1345,0,0,0
94.65772326915842,3,573,0,0,1
340.5752575479599,2,928,0,0,1
58.55130328202245,3,1779,0,0,1
389.89102338081045,3,1771,0,0,1
282.9091420523903,2,1435,1,1,1
26.147551312854,6,2445,0,0,0
8.626098636378842,1,2649,1,0,0
12.747040257795625,2,1076,0,0,1
2.2067865416680443,2,370,0,0,1
11.904601398690497,2,164,0,0,0
137.86498470926006,3,1327,1,0,1
8.861955233571242,2,2498,1,1,0
46.09886259538422,3,2592,0,0,0
223.62312481167325,1,2758,0,0,1
2.825640381685381,1,351,0,1,1
202.14366074231503,0,2427,0,0,1
39.730016020755535,6,1463,1,0,0
15.090014379492917,2,201,1,0,1
143.1786490127896,6,2553,0,0,0
118.96790117198644,2,1052,0,0,1
251.92989769043362,1,337,0,0,1
159.39522945172803,1,287,0,0,1
195.23949671927738,0,2679,0,0,1
39.760063476808625,2,1055,0,0,1
23.439995524853636,2,2714,0,0,0
166.65076752065096,5,1796,0,0,1
197.30510198921036,1,1643,0,0,1
558.8405868168277,1,1387,0,0,1
63.849522498312595,2,107,1,0,1
55.82926943540792,2,2554,1,0,0
179.75454040123046,2,117,0,0,1
50.008040511690375,0,1269,0,0,1
320.41655092791916,3,2127,0,0,1
234.5806988599499,3,741,0,0,1
67.24267313305916,3,23,0,0,1
166.77416597945532,1,361,0,0,1
168.55595842260206,3,700,1,0,1
13.060502256806162,1,1451,1,0,0
279.41348170411584,2,217,0,0,1
84.44489877081052,2,1690,0,1,0
210.1599069027996,1,2755,0,0,1
46.28825113974099,5,628,0,1,1
271.0548617455111,1,567,0,0,1
59.15861448722055,2,2491,0,0,0
1.3076167938210574,1,2021,0,0,0
282.94887563549446,4,2507,0,0,1
11.487073265817031,2,2192,0,0,0
46.15843600620467,1,314,1,0,0
359.63668598259426,1,2923,0,0,1
360.95394481247877,1,729,0,2,1
102.23967492663165,3,2687,0,0,1
119.90760964686295,1,474,0,1,1
71.40175963474292,1,685,0,0,1
41.64273344954364,3,606,0,0,1
47.81836014604677,3,2950,0,0,0
133.95882959142077,2,1243,0,0,1
167.50054483956927,0,1588,0,0,1
188.18344994653785,1,1382,0,0,1
187.05972382184902,2,275,0,0,1
11.476433584838333,1,1900,1,0,1
81.84595158880272,0,752,0,0,0
7.1138047738485355,0,2265,0,0,0
95.69535788344714,0,1583,0,2,1
69.90663299847402,2,2002,0,2,1
262.39423970649614,0,676,0,1,1
51.86299433614621,0,710,0,1,0
14.940717306294104,5,923,0,1,1
18.516918545054324,3,408,0,0,0
172.01166564949125,1,148,0,0,1
115.5486815697642,0,1110,0,0,0
12.793045469446254,2,503,0,1,1
10.54266260023261,0,1789,0,1,0
144.86501659837197,1,2280,0,1,1
9.065530743095657,1,2546,0,0,0
207.02230245702975,2,2471,0,0,1
146.99997037560058,2,1491,0,0,1
10.181850069637447,3,2295,0,1,0
10.638464133336804,2,1394,0,0,1
517.855027446971,2,105,0,0,1
56.26050990627475,2,2282,1,0,1
55.5666312570375,0,1482,0,0,0
201.06904839392124,2,1281,1,1,1
353.05974455558925,0,2523,0,0,1
512.2528727522381,0,1617,0,0,1
167.987907613961,4,1196,0,0,1
56.642519954295075,2,1297,1,0,0
10.46327924375487,3,759,0,0,1
180.14910485455508,4,875,0,0,0
98.08324890737916,4,112,1,1,1
66.24397503659685,1,2071,0,0,1
284.18852105737085,3,2985,0,0,1
14.14562495662563,1,2363,0,0,0
81.42061312475451,3,202,0,0,1
1.3702307319050002,1,618,0,0,0
75.88252434995115,2,2654,0,0,0
6.954051727911093,3,995,0,0,1
15.178919511740546,1,25,0,0,0
15.003147840894753,4,657,0,0,0
125.70820636883658,2,1532,0,0,0
164.47172611157674,0,1390,0,0,0
105.06645326434422,1,531,0,0,1
392.96642509228525,0,1618,0,0,1
56.375589350432065,1,46,1,1,1
40.37629889046705,4,1059,0,0,1
243.54030458042755,2,2250,1,0,1
30.369848127822404,2,1559,0,0,0
396.3444127502293,1,365,0,0,1
1.4674733230763168,1,2518,0,0,0
420.3032307455378,4,2825,0,1,1
5.2942798342202275,4,2464,0,1,0
266.1265474992011,1,1370,0,0,1
90.01719004192684,4,1373,1,1,1
594.819432951124,0,2747,0,0,1
9.199365114534592,2,2858,1,0,0
96.85315964800185,0,2238,1,0,1
418.02902655072063,2,349,0,0,1
88.85327198172527,1,373,1,0,1
119.11539484574249,3,1663,0,0,1
142.7881485740129,3,985,0,0,1
72.7353306812341,0,987,1,0,1
118.52090076096265,2,2159,0,0,1
105.33910341669068,0,1579,0,0,1
277.70793233791767,2,1527,0,0,1
5.581375409217717,1,2694,0,0,0
39.58112710785102,3,1037,0,1,0
360.4795207033117,2,523,0,0,1
265.16109941441835,1,1990,0,1,1
72.9810314351544,2,2245,1,0,1
116.15196344867726,3,1415,1,0,0
38.984810387415614,3,2103,0,0,0
25.00849937232774,0,2231,0,0,0
74.76703185649185,1,1043,0,0,0
52.314424154008,4,363,1,1,1
105.14924472079716,3,2521,0,0,0
9.710674131982175,1,9,0,0,1
439.7952147027081,0,2708,1,0,1
514.0638690663046,4,2073,0,0,1
143.74366582953473,1,1330,0,0,0
92.16941212945079,3,1458,0,0,1
44.4455161865232,1,2021,1,0,0
201.7088600985596,2,1446,0,1,1
138.51955003785787,4,1081,0,0,1
21.296838492058605,1,824,1,0,1
290.1961310398953,4,2116,0,0,1
207.47934136407255,2,1025,0,1,1
359.00862300401235,3,48,0,0,1
155.23248050353612,4,1441,0,0,0
114.04848235096473,5,945,0,1,1
65.0043007911736,1,1977,0,1,1
323.8822033856542,2,1984,0,0,1
241.24708560563042,3,355,0,0,1
5.552752638374734,0,437,0,0,0
3.206498023981364,1,700,0,0,0
56.68173138999154,2,1918,0,0,0
199.63772675953035,0,2674,1,1,1
523.7130561864201,2,90,0,0,1
19.561141192137562,4,369,0,0,1
108.20689562588828,3,2987,0,0,0
57.53684397097153,2,1193,0,0,1
420.4450265251155,4,1387,0,0,1
221.50958489203614,3,1897,0,0,1
218.66280557638288,0,2548,0,0,1
75.88986853677282,2,704,0,0,0
64.30019235928188,5,2181,0,1,1
38.326667058007345,1,2220,0,0,0
6.963235661380346,2,1554,0,0,1
240.05113680039724,2,2811,0,0,1
201.13409270999077,2,2489,0,0,0
980.6934717381699,1,112,0,0,1
683.38480808932,2,1064,0,0,1
97.27819111696728,0,102,0,0,1
175.8339708247513,0,1393,0,0,1
347.5406019449323,0,1198,0,0,1
227.37264176510948,2,341,0,0,1
34.09829334973758,5,920,1,0,1
71.85921928798373,3,1948,0,0,1
16.59556131757064,4,2862,1,0,0
369.6268543730051,1,196,0,0,1
111.82172431063418,2,1608,0,0,0
31.152447050218044,3,1206,0,0,0
133.65954470079004,2,1825,0,0,1
115.5204521691686,3,1137,0,0,1
53.21045547565273,5,1699,0,0,0
14.464694567816313,3,1575,0,0,1
133.61295402229226,1,505,0,0,1
88.15325090232453,2,1967,0,0,1
177.5768497152618,1,2267,0,0,0
88.11718325082181,2,1541,0,0,1
229.41241335701807,1,1777,1,0,1
96.3304942825785,2,2213,0,0,1
98.77374971761765,1,2429,0,0,0
251.1310371875726,3,1208,1,0,1
61.99767767857404,3,1927,0,2,1
17.266554646835875,3,2417,0,0,0
3.504602571851362,0,2056,0,0,0
168.84689431951028,0,1406,1,0,1
116.20787604728156,1,2014,1,0,0
146.11984173574518,1,448,0,0,1
28.737779219213216,4,1721,0,1,0
17.593506147393438,1,1178,0,0,0
1.7581771518802538,2,34,1,0,1
51.80247138180831,1,497,0,0,1
106.96768507979336,2,2912,1,0,1
59.75782410733808,0,2070,0,0,0
69.03834753941175,4,1404,1,1,1
281.407382757773,2,2711,0,1,1
51.372313731013406,0,1603,0,0,0
86.58300336867853,2,1939,0,0,0
183.7046085263642,3,590,0,0,1
60.609615755901565,2,1575,0,0,0
116.77085704237024,2,677,1,0,1
237.97687724211679,2,1123,1,0,1
358.34284984496014,0,2043,0,0,1
19.089825517780316,0,2319,0,0,0
313.3995315650495,1,2009,0,0,1
81.30033371946368,3,1,0,1,1
35.848254522167494,4,2335,0,0,0
73.7504360844837,2,2021,0,1,1
469.638371709671,2,939,0,0,1
81.41895512008317,2,1280,0,0,1
47.833923852059975,0,854,0,0,1
120.41835287491915,0,50,0,0,1
32.955416125872354,0,1556,0,1,0
9.467436597148204,0,2665,0,0,0
16.557026365489904,1,2238,0,0,0
16.442210888040854,2,1775,1,1,1
19.771188186800757,3,2808,0,0,0
17.935207928101985,6,66,1,1,1
122.89008612909677,3,2444,0,0,0
24.089562844137795,2,1275,0,0,1
50.896717895376625,2,128,0,0,1
272.51689501540295,0,2745,1,0,1
77.08573699759124,1,188,1,1,0
132.15469003828565,2,1207,0,0,0
22.69542205358598,1,1607,0,0,0
25.626117719411408,1,578,0,1,0
5.007265526107837,0,2889,1,0,0
22.205681287869705,0,762,0,0,0
39.18577423573746,3,667,1,0,0
23.377418097972953,1,933,0,0,1
11.146308943244108,1,2127,0,0,0
15.426745619202304,4,1043,0,0,0
74.11552120384549,3,1971,0,0,1
27.73106476141159,2,45,0,0,1
54.35773386131022,5,1246,1,0,0
84.00062216571965,2,2177,1,1,1
140.69489208150506,1,618,0,0,1
4.812687612001851,4,763,0,1,0
192.77930925913435,4,1657,0,0,1
118.63124284407557,4,793,0,0,0
10.235451645160111,3,1251,1,0,0
248.17616381857087,1,2445,0,0,1
304.40322556547136,3,2323,0,0,1
7.5627393072196085,0,138,0,0,0
38.901221175438096,0,1351,0,0,1
196.9122219871971,4,2831,0,0,0
165.522868825717,5,2263,0,0,0
24.477555847416056,2,2276,0,1,0
28.18788374178399,1,2155,0,0,0
55.53421320292437,1,2207,0,0,1
79.51950776023372,1,1918,0,0,1
115.56022008702624,3,1160,0,0,0
55.23750756004214,0,2078,0,0,1
74.50693310651012,2,1122,0,0,0
165.14747284678108,0,609,0,0,1
4.484754278577416,2,769,0,0,1
34.912394625887664,0,784,0,0,1
149.9390249947231,5,2930,0,0,1
270.6920105196736,2,2971,0,0,1
86.0134934650081,2,2390,0,0,1
91.14354028236828,7,168,1,0,1
13.603360624879606,1,684,0,0,0
71.1771895300261,3,2680,0,0,0
91.27281588663479,0,2480,0,0,0
33.323136391278396,1,39,1,0,0
37.64095342542526,2,980,0,0,0
56.83979817629664,1,2435,1,0,1
2.433043290037742,2,2817,0,0,0
46.646971350736294,0,791,0,0,0
28.506832274835585,1,742,0,0,0
47.60990762783792,0,1475,0,1,1
15.307572394173752,4,2449,1,0,0
265.44958799316294,2,1127,0,0,1
108.04785766554717,1,1751,0,0,1
136.3959549471638,0,102,1,1,1
186.80508388533494,8,1931,0,0,1
82.80437062186621,1,655,0,1,1
10.911851342094701,3,2951,0,0,0
92.43100359537871,2,1327,0,0,0
106.07076694456484,1,752,0,0,1
164.1859978570091,1,1541,0,0,1
67.80415792595785,4,1233,1,0,0
16.37816000751747,1,2135,1,0,0
40.051461631404464,1,1986,0,0,1
54.133779056954815,2,859,0,0,1
124.5869533946234,2,319,0,0,1
101.49380654417035,0,967,1,0,1
52.82481115821674,2,2935,1,0,0
516.7434926603775,1,633,0,0,1
111.69996101606512,3,1114,0,0,0
32.495343450815994,1,2700,0,0,0
12.881160554986423,2,950,0,0,0
19.906595110779104,6,2001,0,0,0
33.87682192741691,3,1418,0,1,0
21.019784994515284,0,1911,0,0,0
24.779009454549648,2,240,0,0,0
40.272701785853585,4,2191,0,0,1
22.84829203954644,0,1743,0,0,0
272.49017392270986,3,119,0,0,1
10.036285511040019,2,596,0,0,1
89.20948201352432,3,2016,1,0,0
63.39666677871628,2,1275,1,0,0
484.63705992191046,3,163,0,0,1
14.259281483688587,1,654,0,0,1
60.87095924909165,3,350,0,0,1
418.6871596952058,1,31,0,0,1
240.74928743617858,5,2506,0,0,1
203.83956408434153,0,2139,0,0,0
35.79301002402055,6,2176,0,1,0
22.487943934378507,3,2827,0,0,1
132.547151841814,2,970,0,1,1
318.04621139519463,3,848,0,0,1
97.63805062856906,1,792,0,1,1
101.72730737503038,3,509,1,0,0
39.4170036972781,1,2984,0,1,1
176.09685100945063,2,745,0,1,1
24.849357857528503,2,740,0,0,1
46.93053757430791,1,1905,0,0,0
66.49734600837967,2,2039,0,0,1
85.01819551736382,2,237,0,0,1
33.3135100283527,2,2007,0,0,0
14.637992657296254,5,1557,1,0,1
113.18395889152278,1,1013,0,0,1
40.86760421238501,0,1075,0,1,0
104.45436819509324,4,1873,0,1,1
20.119770332481576,4,1847,0,0,0
78.7345653634233,3,469,0,1,1
91.26566977548934,4,1916,0,0,0
6.385758174854559,2,388,0,0,0
49.24603216565079,0,1367,0,0,1
17.32191921983179,0,736,0,1,0
7.8566710527029855,3,654,0,0,1
552.1441573674389,4,2089,1,0,1
46.69560270233043,2,1510,0,0,1
199.20847365238782,0,953,0,0,1
35.26666011520817,0,1726,0,0,0
137.29696212244218,1,2857,0,0,0
171.36794673938505,1,1581,0,0,1
108.65359130029677,2,382,0,0,1
76.54279728543261,0,96,0,0,1
63.69093762064533,0,912,0,0,1
51.48519620447698,1,787,0,0,1
318.3067257864937,2,293,1,0,1
213.07284853701574,1,341,0,0,1
402.381166729883,4,719,0,0,1
15.927425020332667,2,2586,0,0,0
157.5061636152609,3,1374,0,1,1
334.33527183134885,2,2920,0,0,1
23.994697164095722,3,960,0,0,0
8.257238096699625,0,2429,0,0,0
162.16717838263466,4,2907,0,0,0
102.53125730384036,2,2647,0,0,0
221.28925695857734,2,2978,0,0,1
18.06698956970311,1,1915,0,2,1
190.32601332382418,2,2810,0,0,1
27.021572768042752,1,2412,0,0,0
21.44582387586216,1,2614,1,0,0
21.533358787194086,0,969,0,0,1
202.21239390768105,3,2875,0,1,1
131.30563668191627,5,1940,0,0,1
88.84511476152532,2,2031,1,0,1
53.335368201368176,1,1575,0,0,1
251.6643200753199,0,505,0,0,1
59.79752996369339,1,1870,1,0,1
203.52991954176835,2,2033,0,1,1
69.39298573366564,0,2266,0,1,0
56.774347898128454,2,1883,0,0,1
74.53932718795231,1,2530,0,0,0
43.03743305167705,1,2985,0,1,0
165.21327755243271,5,2797,0,1,1
83.83233788347152,0,1349,1,1,1
31.70910371964783,2,836,0,0,0
275.80078194607,0,489,0,0,1
58.119809083045354,0,1432,0,0,0
